id,rho_e,x,y,z
894,1.5,-1.553,0,0
895,1.5,-1.5525,0,0
896,1.5,-1.552,0,0
897,1.5,-1.5515,0,0
898,1.5,-1.551,0,0
899,1.5,-1.5505,0,0
900,1.5,-1.55,0,0
901,1.5,-1.5495,0,0
902,1.5,-1.549,0,0
903,1.5,-1.5485,0,0
904,1.5,-1.548,0,0
905,1.5,-1.5475,0,0
906,1.5,-1.547,0,0
907,1.5,-1.5465,0,0
908,1.5,-1.546,0,0
909,1.5,-1.5455,0,0
910,1.5,-1.545,0,0
911,1.5,-1.5445,0,0
912,1.5,-1.544,0,0
913,1.5,-1.5435,0,0
914,1.5,-1.543,0,0
915,1.5,-1.5425,0,0
916,1.5,-1.542,0,0
917,1.5,-1.5415,0,0
918,1.5,-1.541,0,0
919,1.5,-1.5405,0,0
920,1.5,-1.54,0,0
921,1.5,-1.5395,0,0
922,1.5,-1.539,0,0
923,1.5,-1.5385,0,0
924,1.5,-1.538,0,0
925,1.5,-1.5375,0,0
926,1.5,-1.537,0,0
927,1.5,-1.5365,0,0
928,1.5,-1.536,0,0
929,1.5,-1.5355,0,0
930,1.5,-1.535,0,0
931,1.5,-1.5345,0,0
932,1.5,-1.534,0,0
933,1.5,-1.5335,0,0
934,1.5,-1.533,0,0
935,1.5,-1.5325,0,0
936,1.5,-1.532,0,0
937,1.5,-1.5315,0,0
938,1.5,-1.531,0,0
939,1.5,-1.5305,0,0
940,1.5,-1.53,0,0
941,1.5,-1.5295,0,0
942,1.5,-1.529,0,0
943,1.5,-1.5285,0,0
944,1.5,-1.528,0,0
945,1.5,-1.5275,0,0
946,1.5,-1.527,0,0
947,1.5,-1.5265,0,0
948,1.5,-1.526,0,0
949,1.5,-1.5255,0,0
950,1.5,-1.525,0,0
951,1.5,-1.5245,0,0
952,1.5,-1.524,0,0
953,1.5,-1.5235,0,0
954,1.5,-1.523,0,0
955,1.5,-1.5225,0,0
956,1.5,-1.522,0,0
957,1.5,-1.5215,0,0
958,1.5,-1.521,0,0
959,1.5,-1.5205,0,0
960,1.5,-1.52,0,0
961,1.5,-1.5195,0,0
962,1.5,-1.519,0,0
963,1.5,-1.5185,0,0
964,1.5,-1.518,0,0
965,1.5,-1.5175,0,0
966,1.5,-1.517,0,0
967,1.5,-1.5165,0,0
968,1.5,-1.516,0,0
969,1.5,-1.5155,0,0
970,1.5,-1.515,0,0
971,1.5,-1.5145,0,0
972,1.5,-1.514,0,0
973,1.5,-1.5135,0,0
974,1.5,-1.513,0,0
975,1.5,-1.5125,0,0
976,1.5,-1.512,0,0
977,1.5,-1.5115,0,0
978,1.5,-1.511,0,0
979,1.5,-1.5105,0,0
980,1.5,-1.51,0,0
981,1.5,-1.5095,0,0
982,1.5,-1.509,0,0
983,1.5,-1.5085,0,0
984,1.5,-1.508,0,0
985,1.5,-1.5075,0,0
986,1.5,-1.507,0,0
987,1.5,-1.5065,0,0
988,1.5,-1.506,0,0
989,1.5,-1.5055,0,0
990,1.5,-1.505,0,0
991,1.5,-1.5045,0,0
992,1.5,-1.504,0,0
993,1.5,-1.5035,0,0
994,1.5,-1.503,0,0
995,1.5,-1.5025,0,0
996,1.5,-1.502,0,0
997,1.5,-1.5015,0,0
998,1.5,-1.501,0,0
999,1.5,-1.5005,0,0
1000,1.5,-1.5,0,0
1001,1.5,-1.4995,0,0
1002,1.5,-1.499,0,0
1003,1.5,-1.4985,0,0
1004,1.5,-1.498,0,0
1005,1.5,-1.4975,0,0
1006,1.5,-1.497,0,0
1007,1.5,-1.4965,0,0
1008,1.5,-1.496,0,0
1009,1.5,-1.4955,0,0
1010,1.5,-1.495,0,0
1011,1.5,-1.4945,0,0
1012,1.5,-1.494,0,0
1013,1.5,-1.4935,0,0
1014,1.5,-1.493,0,0
1015,1.5,-1.4925,0,0
1016,1.5,-1.492,0,0
1017,1.5,-1.4915,0,0
1018,1.5,-1.491,0,0
1019,1.5,-1.4905,0,0
1020,1.5,-1.49,0,0
1021,1.5,-1.4895,0,0
1022,1.5,-1.489,0,0
1023,1.5,-1.4885,0,0
1024,1.5,-1.488,0,0
1025,1.5,-1.4875,0,0
1026,1.5,-1.487,0,0
1027,1.5,-1.4865,0,0
1028,1.5,-1.486,0,0
1029,1.5,-1.4855,0,0
1030,1.5,-1.485,0,0
1031,1.5,-1.4845,0,0
1032,1.5,-1.484,0,0
1033,1.5,-1.4835,0,0
1034,1.5,-1.483,0,0
1035,1.5,-1.4825,0,0
1036,1.5,-1.482,0,0
1037,1.5,-1.4815,0,0
1038,1.5,-1.481,0,0
1039,1.5,-1.4805,0,0
1040,1.5,-1.48,0,0
1041,1.5,-1.4795,0,0
1042,1.5,-1.479,0,0
1043,1.5,-1.4785,0,0
1044,1.5,-1.478,0,0
1045,1.5,-1.4775,0,0
1046,1.5,-1.477,0,0
1047,1.5,-1.4765,0,0
1048,1.5,-1.476,0,0
1049,1.5,-1.4755,0,0
1050,1.5,-1.475,0,0
1051,1.5,-1.4745,0,0
1052,1.5,-1.474,0,0
1053,1.5,-1.4735,0,0
1054,1.5,-1.473,0,0
1055,1.5,-1.4725,0,0
1056,1.5,-1.472,0,0
1057,1.5,-1.4715,0,0
1058,1.5,-1.471,0,0
1059,1.5,-1.4705,0,0
1060,1.5,-1.47,0,0
1061,1.5,-1.4695,0,0
1062,1.5,-1.469,0,0
1063,1.5,-1.4685,0,0
1064,1.5,-1.468,0,0
1065,1.5,-1.4675,0,0
1066,1.5,-1.467,0,0
1067,1.5,-1.4665,0,0
1068,1.5,-1.466,0,0
1069,1.5,-1.4655,0,0
1070,1.5,-1.465,0,0
1071,1.5,-1.4645,0,0
1072,1.5,-1.464,0,0
1073,1.5,-1.4635,0,0
1074,1.5,-1.463,0,0
1075,1.5,-1.4625,0,0
1076,1.5,-1.462,0,0
1077,1.5,-1.4615,0,0
1078,1.5,-1.461,0,0
1079,1.5,-1.4605,0,0
1080,1.5,-1.46,0,0
1081,1.5,-1.4595,0,0
1082,1.5,-1.459,0,0
1083,1.5,-1.4585,0,0
1084,1.5,-1.458,0,0
1085,1.5,-1.4575,0,0
1086,1.5,-1.457,0,0
1087,1.5,-1.4565,0,0
1088,1.5,-1.456,0,0
1089,1.5,-1.4555,0,0
1090,1.5,-1.455,0,0
1091,1.5,-1.4545,0,0
1092,1.5,-1.454,0,0
1093,1.5,-1.4535,0,0
1094,1.5,-1.453,0,0
1095,1.5,-1.4525,0,0
1096,1.5,-1.452,0,0
1097,1.5,-1.4515,0,0
1098,1.5,-1.451,0,0
1099,1.5,-1.4505,0,0
1100,1.5,-1.45,0,0
1101,1.5,-1.4495,0,0
1102,1.5,-1.449,0,0
1103,1.5,-1.4485,0,0
1104,1.5,-1.448,0,0
1105,1.5,-1.4475,0,0
1106,1.5,-1.447,0,0
1107,1.5,-1.4465,0,0
1108,1.5,-1.446,0,0
1109,1.5,-1.4455,0,0
1110,1.5,-1.445,0,0
1111,1.5,-1.4445,0,0
1112,1.5,-1.444,0,0
1113,1.5,-1.4435,0,0
1114,1.5,-1.443,0,0
1115,1.5,-1.4425,0,0
1116,1.5,-1.442,0,0
1117,1.5,-1.4415,0,0
1118,1.5,-1.441,0,0
1119,1.5,-1.4405,0,0
1120,1.5,-1.44,0,0
1121,1.5,-1.4395,0,0
1122,1.5,-1.439,0,0
1123,1.5,-1.4385,0,0
1124,1.5,-1.438,0,0
1125,1.5,-1.4375,0,0
1126,1.5,-1.437,0,0
1127,1.5,-1.4365,0,0
1128,1.5,-1.436,0,0
1129,1.5,-1.4355,0,0
1130,1.5,-1.435,0,0
1131,1.5,-1.4345,0,0
1132,1.5,-1.434,0,0
1133,1.5,-1.4335,0,0
1134,1.5,-1.433,0,0
1135,1.5,-1.4325,0,0
1136,1.5,-1.432,0,0
1137,1.5,-1.4315,0,0
1138,1.5,-1.431,0,0
1139,1.5,-1.4305,0,0
1140,1.5,-1.43,0,0
1141,1.5,-1.4295,0,0
1142,1.5,-1.429,0,0
1143,1.5,-1.4285,0,0
1144,1.5,-1.428,0,0
1145,1.5,-1.4275,0,0
1146,1.5,-1.427,0,0
1147,1.5,-1.4265,0,0
1148,1.5,-1.426,0,0
1149,1.5,-1.4255,0,0
1150,1.5,-1.425,0,0
1151,1.5,-1.4245,0,0
1152,1.5,-1.424,0,0
1153,1.5,-1.4235,0,0
1154,1.5,-1.423,0,0
1155,1.5,-1.4225,0,0
1156,1.5,-1.422,0,0
1157,1.5,-1.4215,0,0
1158,1.5,-1.421,0,0
1159,1.5,-1.4205,0,0
1160,1.5,-1.42,0,0
1161,1.5,-1.4195,0,0
1162,1.5,-1.419,0,0
1163,1.5,-1.4185,0,0
1164,1.5,-1.418,0,0
1165,1.5,-1.4175,0,0
1166,1.5,-1.417,0,0
1167,1.5,-1.4165,0,0
1168,1.5,-1.416,0,0
1169,1.5,-1.4155,0,0
1170,1.5,-1.415,0,0
1171,1.5,-1.4145,0,0
1172,1.5,-1.414,0,0
1173,1.5,-1.4135,0,0
1174,1.5,-1.413,0,0
1175,1.5,-1.4125,0,0
1176,1.5,-1.412,0,0
1177,1.5,-1.4115,0,0
1178,1.5,-1.411,0,0
1179,1.5,-1.4105,0,0
1180,1.5,-1.41,0,0
1181,1.5,-1.4095,0,0
1182,1.5,-1.409,0,0
1183,1.5,-1.4085,0,0
1184,1.5,-1.408,0,0
1185,1.5,-1.4075,0,0
1186,1.5,-1.407,0,0
1187,1.5,-1.4065,0,0
1188,1.5,-1.406,0,0
1189,1.5,-1.4055,0,0
1190,1.5,-1.405,0,0
1191,1.5,-1.4045,0,0
1192,1.5,-1.404,0,0
1193,1.5,-1.4035,0,0
1194,1.5,-1.403,0,0
1195,1.5,-1.4025,0,0
1196,1.5,-1.402,0,0
1197,1.5,-1.4015,0,0
1198,1.5,-1.401,0,0
1199,1.5,-1.4005,0,0
1200,1.5,-1.4,0,0
1201,1.5,-1.3995,0,0
1202,1.5,-1.399,0,0
1203,1.5,-1.3985,0,0
1204,1.5,-1.398,0,0
1205,1.5,-1.3975,0,0
1206,1.5,-1.397,0,0
1207,1.5,-1.3965,0,0
1208,1.5,-1.396,0,0
1209,1.5,-1.3955,0,0
1210,1.5,-1.395,0,0
1211,1.5,-1.3945,0,0
1212,1.5,-1.394,0,0
1213,1.5,-1.3935,0,0
1214,1.5,-1.393,0,0
1215,1.5,-1.3925,0,0
1216,1.5,-1.392,0,0
1217,1.5,-1.3915,0,0
1218,1.5,-1.391,0,0
1219,1.5,-1.3905,0,0
1220,1.5,-1.39,0,0
1221,1.5,-1.3895,0,0
1222,1.5,-1.389,0,0
1223,1.5,-1.3885,0,0
1224,1.5,-1.388,0,0
1225,1.5,-1.3875,0,0
1226,1.5,-1.387,0,0
1227,1.5,-1.3865,0,0
1228,1.5,-1.386,0,0
1229,1.5,-1.3855,0,0
1230,1.5,-1.385,0,0
1231,1.5,-1.3845,0,0
1232,1.5,-1.384,0,0
1233,1.5,-1.3835,0,0
1234,1.5,-1.383,0,0
1235,1.5,-1.3825,0,0
1236,1.5,-1.382,0,0
1237,1.5,-1.3815,0,0
1238,1.5,-1.381,0,0
1239,1.5,-1.3805,0,0
1240,1.5,-1.38,0,0
1241,1.5,-1.3795,0,0
1242,1.5,-1.379,0,0
1243,1.5,-1.3785,0,0
1244,1.5,-1.378,0,0
1245,1.5,-1.3775,0,0
1246,1.5,-1.377,0,0
1247,1.5,-1.3765,0,0
1248,1.5,-1.376,0,0
1249,1.5,-1.3755,0,0
1250,1.5,-1.375,0,0
1251,1.5,-1.3745,0,0
1252,1.5,-1.374,0,0
1253,1.5,-1.3735,0,0
1254,1.5,-1.373,0,0
1255,1.5,-1.3725,0,0
1256,1.5,-1.372,0,0
1257,1.5,-1.3715,0,0
1258,1.5,-1.371,0,0
1259,1.5,-1.3705,0,0
1260,1.5,-1.37,0,0
1261,1.5,-1.3695,0,0
1262,1.5,-1.369,0,0
1263,1.5,-1.3685,0,0
1264,1.5,-1.368,0,0
1265,1.5,-1.3675,0,0
1266,1.5,-1.367,0,0
1267,1.5,-1.3665,0,0
1268,1.5,-1.366,0,0
1269,1.5,-1.3655,0,0
1270,1.5,-1.365,0,0
1271,1.5,-1.3645,0,0
1272,1.5,-1.364,0,0
1273,1.5,-1.3635,0,0
1274,1.5,-1.363,0,0
1275,1.5,-1.3625,0,0
1276,1.5,-1.362,0,0
1277,1.5,-1.3615,0,0
1278,1.5,-1.361,0,0
1279,1.5,-1.3605,0,0
1280,1.5,-1.36,0,0
1281,1.5,-1.3595,0,0
1282,1.5,-1.359,0,0
1283,1.5,-1.3585,0,0
1284,1.5,-1.358,0,0
1285,1.5,-1.3575,0,0
1286,1.5,-1.357,0,0
1287,1.5,-1.3565,0,0
1288,1.5,-1.356,0,0
1289,1.5,-1.3555,0,0
1290,1.5,-1.355,0,0
1291,1.5,-1.3545,0,0
1292,1.5,-1.354,0,0
1293,1.5,-1.3535,0,0
1294,1.5,-1.353,0,0
1295,1.5,-1.3525,0,0
1296,1.5,-1.352,0,0
1297,1.5,-1.3515,0,0
1298,1.5,-1.351,0,0
1299,1.5,-1.3505,0,0
1300,1.5,-1.35,0,0
1301,1.5,-1.3495,0,0
1302,1.5,-1.349,0,0
1303,1.5,-1.3485,0,0
1304,1.5,-1.348,0,0
1305,1.5,-1.3475,0,0
1306,1.5,-1.347,0,0
1307,1.5,-1.3465,0,0
1308,1.5,-1.346,0,0
1309,1.5,-1.3455,0,0
1310,1.5,-1.345,0,0
1311,1.5,-1.3445,0,0
1312,1.5,-1.344,0,0
1313,1.5,-1.3435,0,0
1314,1.5,-1.343,0,0
1315,1.5,-1.3425,0,0
1316,1.5,-1.342,0,0
1317,1.5,-1.3415,0,0
1318,1.5,-1.341,0,0
1319,1.5,-1.3405,0,0
1320,1.5,-1.34,0,0
1321,1.5,-1.3395,0,0
1322,1.5,-1.339,0,0
1323,1.5,-1.3385,0,0
1324,1.5,-1.338,0,0
1325,1.5,-1.3375,0,0
1326,1.5,-1.337,0,0
1327,1.5,-1.3365,0,0
1328,1.5,-1.336,0,0
1329,1.5,-1.3355,0,0
1330,1.5,-1.335,0,0
1331,1.5,-1.3345,0,0
1332,1.5,-1.334,0,0
1333,1.5,-1.3335,0,0
1334,1.5,-1.333,0,0
1335,1.5,-1.3325,0,0
1336,1.5,-1.332,0,0
1337,1.5,-1.3315,0,0
1338,1.5,-1.331,0,0
1339,1.5,-1.3305,0,0
1340,1.5,-1.33,0,0
1341,1.5,-1.3295,0,0
1342,1.5,-1.329,0,0
1343,1.5,-1.3285,0,0
1344,1.5,-1.328,0,0
1345,1.5,-1.3275,0,0
1346,1.5,-1.327,0,0
1347,1.5,-1.3265,0,0
1348,1.5,-1.326,0,0
1349,1.5,-1.3255,0,0
1350,1.5,-1.325,0,0
1351,1.5,-1.3245,0,0
1352,1.5,-1.324,0,0
1353,1.5,-1.3235,0,0
1354,1.5,-1.323,0,0
1355,1.5,-1.3225,0,0
1356,1.5,-1.322,0,0
1357,1.5,-1.3215,0,0
1358,1.5,-1.321,0,0
1359,1.5,-1.3205,0,0
1360,1.5,-1.32,0,0
1361,1.5,-1.3195,0,0
1362,1.5,-1.319,0,0
1363,1.5,-1.3185,0,0
1364,1.5,-1.318,0,0
1365,1.5,-1.3175,0,0
1366,1.5,-1.317,0,0
1367,1.5,-1.3165,0,0
1368,1.5,-1.316,0,0
1369,1.5,-1.3155,0,0
1370,1.5,-1.315,0,0
1371,1.5,-1.3145,0,0
1372,1.5,-1.314,0,0
1373,1.5,-1.3135,0,0
1374,1.5,-1.313,0,0
1375,1.5,-1.3125,0,0
1376,1.5,-1.312,0,0
1377,1.5,-1.3115,0,0
1378,1.5,-1.311,0,0
1379,1.5,-1.3105,0,0
1380,1.5,-1.31,0,0
1381,1.5,-1.3095,0,0
1382,1.5,-1.309,0,0
1383,1.5,-1.3085,0,0
1384,1.5,-1.308,0,0
1385,1.5,-1.3075,0,0
1386,1.5,-1.307,0,0
1387,1.5,-1.3065,0,0
1388,1.5,-1.306,0,0
1389,1.5,-1.3055,0,0
1390,1.5,-1.305,0,0
1391,1.5,-1.3045,0,0
1392,1.5,-1.304,0,0
1393,1.5,-1.3035,0,0
1394,1.5,-1.303,0,0
1395,1.5,-1.3025,0,0
1396,1.5,-1.302,0,0
1397,1.5,-1.3015,0,0
1398,1.5,-1.301,0,0
1399,1.5,-1.3005,0,0
1400,1.5,-1.3,0,0
1401,1.5,-1.2995,0,0
1402,1.5,-1.299,0,0
1403,1.5,-1.2985,0,0
1404,1.5,-1.298,0,0
1405,1.5,-1.2975,0,0
1406,1.5,-1.297,0,0
1407,1.5,-1.2965,0,0
1408,1.5,-1.296,0,0
1409,1.5,-1.2955,0,0
1410,1.5,-1.295,0,0
1411,1.5,-1.2945,0,0
1412,1.5,-1.294,0,0
1413,1.5,-1.2935,0,0
1414,1.5,-1.293,0,0
1415,1.5,-1.2925,0,0
1416,1.5,-1.292,0,0
1417,1.5,-1.2915,0,0
1418,1.5,-1.291,0,0
1419,1.5,-1.2905,0,0
1420,1.5,-1.29,0,0
1421,1.5,-1.2895,0,0
1422,1.5,-1.289,0,0
1423,1.5,-1.2885,0,0
1424,1.5,-1.288,0,0
1425,1.5,-1.2875,0,0
1426,1.5,-1.287,0,0
1427,1.5,-1.2865,0,0
1428,1.5,-1.286,0,0
1429,1.5,-1.2855,0,0
1430,1.5,-1.285,0,0
1431,1.5,-1.2845,0,0
1432,1.5,-1.284,0,0
1433,1.5,-1.2835,0,0
1434,1.5,-1.283,0,0
1435,1.5,-1.2825,0,0
1436,1.5,-1.282,0,0
1437,1.5,-1.2815,0,0
1438,1.5,-1.281,0,0
1439,1.5,-1.2805,0,0
1440,1.5,-1.28,0,0
1441,1.5,-1.2795,0,0
1442,1.5,-1.279,0,0
1443,1.5,-1.2785,0,0
1444,1.5,-1.278,0,0
1445,1.5,-1.2775,0,0
1446,1.5,-1.277,0,0
1447,1.5,-1.2765,0,0
1448,1.5,-1.276,0,0
1449,1.5,-1.2755,0,0
1450,1.5,-1.275,0,0
1451,1.5,-1.2745,0,0
1452,1.5,-1.274,0,0
1453,1.5,-1.2735,0,0
1454,1.5,-1.273,0,0
1455,1.5,-1.2725,0,0
1456,1.5,-1.272,0,0
1457,1.5,-1.2715,0,0
1458,1.5,-1.271,0,0
1459,1.5,-1.2705,0,0
1460,1.5,-1.27,0,0
1461,1.5,-1.2695,0,0
1462,1.5,-1.269,0,0
1463,1.5,-1.2685,0,0
1464,1.5,-1.268,0,0
1465,1.5,-1.2675,0,0
1466,1.5,-1.267,0,0
1467,1.5,-1.2665,0,0
1468,1.5,-1.266,0,0
1469,1.5,-1.2655,0,0
1470,1.5,-1.265,0,0
1471,1.5,-1.2645,0,0
1472,1.5,-1.264,0,0
1473,1.5,-1.2635,0,0
1474,1.5,-1.263,0,0
1475,1.5,-1.2625,0,0
1476,1.5,-1.262,0,0
1477,1.5,-1.2615,0,0
1478,1.5,-1.261,0,0
1479,1.5,-1.2605,0,0
1480,1.5,-1.26,0,0
1481,1.5,-1.2595,0,0
1482,1.5,-1.259,0,0
1483,1.5,-1.2585,0,0
1484,1.5,-1.258,0,0
1485,1.5,-1.2575,0,0
1486,1.5,-1.257,0,0
1487,1.5,-1.2565,0,0
1488,1.5,-1.256,0,0
1489,1.5,-1.2555,0,0
1490,1.5,-1.255,0,0
1491,1.5,-1.2545,0,0
1492,1.5,-1.254,0,0
1493,1.5,-1.2535,0,0
1494,1.5,-1.253,0,0
1495,1.5,-1.2525,0,0
1496,1.5,-1.252,0,0
1497,1.5,-1.2515,0,0
1498,1.5,-1.251,0,0
1499,1.5,-1.2505,0,0
1500,1.5,-1.25,0,0
1501,1.5,-1.2495,0,0
1502,1.5,-1.249,0,0
1503,1.5,-1.2485,0,0
1504,1.5,-1.248,0,0
1505,1.5,-1.2475,0,0
1506,1.5,-1.247,0,0
1507,1.5,-1.2465,0,0
1508,1.5,-1.246,0,0
1509,1.5,-1.2455,0,0
1510,1.5,-1.245,0,0
1511,1.5,-1.2445,0,0
1512,1.5,-1.244,0,0
1513,1.5,-1.2435,0,0
1514,1.5,-1.243,0,0
1515,1.5,-1.2425,0,0
1516,1.5,-1.242,0,0
1517,1.5,-1.2415,0,0
1518,1.5,-1.241,0,0
1519,1.5,-1.2405,0,0
1520,1.5,-1.24,0,0
1521,1.5,-1.2395,0,0
1522,1.5,-1.239,0,0
1523,1.5,-1.2385,0,0
1524,1.5,-1.238,0,0
1525,1.5,-1.2375,0,0
1526,1.5,-1.237,0,0
1527,1.5,-1.2365,0,0
1528,1.5,-1.236,0,0
1529,1.5,-1.2355,0,0
1530,1.5,-1.235,0,0
1531,1.5,-1.2345,0,0
1532,1.5,-1.234,0,0
1533,1.5,-1.2335,0,0
1534,1.5,-1.233,0,0
1535,1.5,-1.2325,0,0
1536,1.5,-1.232,0,0
1537,1.5,-1.2315,0,0
1538,1.5,-1.231,0,0
1539,1.5,-1.2305,0,0
1540,1.5,-1.23,0,0
1541,1.5,-1.2295,0,0
1542,1.5,-1.229,0,0
1543,1.5,-1.2285,0,0
1544,1.5,-1.228,0,0
1545,1.5,-1.2275,0,0
1546,1.5,-1.227,0,0
1547,1.5,-1.2265,0,0
1548,1.5,-1.226,0,0
1549,1.5,-1.2255,0,0
1550,1.5,-1.225,0,0
1551,1.5,-1.2245,0,0
1552,1.5,-1.224,0,0
1553,1.5,-1.2235,0,0
1554,1.5,-1.223,0,0
1555,1.5,-1.2225,0,0
1556,1.5,-1.222,0,0
1557,1.5,-1.2215,0,0
1558,1.5,-1.221,0,0
1559,1.5,-1.2205,0,0
1560,1.5,-1.22,0,0
1561,1.5,-1.2195,0,0
1562,1.5,-1.219,0,0
1563,1.5,-1.2185,0,0
1564,1.5,-1.218,0,0
1565,1.5,-1.2175,0,0
1566,1.5,-1.217,0,0
1567,1.5,-1.2165,0,0
1568,1.5,-1.216,0,0
1569,1.5,-1.2155,0,0
1570,1.5,-1.215,0,0
1571,1.5,-1.2145,0,0
1572,1.5,-1.214,0,0
1573,1.5,-1.2135,0,0
1574,1.5,-1.213,0,0
1575,1.5,-1.2125,0,0
1576,1.5,-1.212,0,0
1577,1.5,-1.2115,0,0
1578,1.5,-1.211,0,0
1579,1.5,-1.2105,0,0
1580,1.5,-1.21,0,0
1581,1.5,-1.2095,0,0
1582,1.5,-1.209,0,0
1583,1.5,-1.2085,0,0
1584,1.5,-1.208,0,0
1585,1.5,-1.2075,0,0
1586,1.5,-1.207,0,0
1587,1.5,-1.2065,0,0
1588,1.5,-1.206,0,0
1589,1.5,-1.2055,0,0
1590,1.5,-1.205,0,0
1591,1.5,-1.2045,0,0
1592,1.5,-1.204,0,0
1593,1.5,-1.2035,0,0
1594,1.5,-1.203,0,0
1595,1.5,-1.2025,0,0
1596,1.5,-1.202,0,0
1597,1.5,-1.2015,0,0
1598,1.5,-1.201,0,0
1599,1.5,-1.2005,0,0
1600,1.5,-1.2,0,0
1601,1.5,-1.1995,0,0
1602,1.5,-1.199,0,0
1603,1.5,-1.1985,0,0
1604,1.5,-1.198,0,0
1605,1.5,-1.1975,0,0
1606,1.5,-1.197,0,0
1607,1.5,-1.1965,0,0
1608,1.5,-1.196,0,0
1609,1.5,-1.1955,0,0
1610,1.5,-1.195,0,0
1611,1.5,-1.1945,0,0
1612,1.5,-1.194,0,0
1613,1.5,-1.1935,0,0
1614,1.5,-1.193,0,0
1615,1.5,-1.1925,0,0
1616,1.5,-1.192,0,0
1617,1.5,-1.1915,0,0
1618,1.5,-1.191,0,0
1619,1.5,-1.1905,0,0
1620,1.5,-1.19,0,0
1621,1.5,-1.1895,0,0
1622,1.5,-1.189,0,0
1623,1.5,-1.1885,0,0
1624,1.5,-1.188,0,0
1625,1.5,-1.1875,0,0
1626,1.5,-1.187,0,0
1627,1.5,-1.1865,0,0
1628,1.5,-1.186,0,0
1629,1.5,-1.1855,0,0
1630,1.5,-1.185,0,0
1631,1.5,-1.1845,0,0
1632,1.5,-1.184,0,0
1633,1.5,-1.1835,0,0
1634,1.5,-1.183,0,0
1635,1.5,-1.1825,0,0
1636,1.5,-1.182,0,0
1637,1.5,-1.1815,0,0
1638,1.5,-1.181,0,0
1639,1.5,-1.1805,0,0
1640,1.5,-1.18,0,0
1641,1.5,-1.1795,0,0
1642,1.5,-1.179,0,0
1643,1.5,-1.1785,0,0
1644,1.5,-1.178,0,0
1645,1.5,-1.1775,0,0
1646,1.5,-1.177,0,0
1647,1.5,-1.1765,0,0
1648,1.5,-1.176,0,0
1649,1.5,-1.1755,0,0
1650,1.5,-1.175,0,0
1651,1.5,-1.1745,0,0
1652,1.5,-1.174,0,0
1653,1.5,-1.1735,0,0
1654,1.5,-1.173,0,0
1655,1.5,-1.1725,0,0
1656,1.5,-1.172,0,0
1657,1.5,-1.1715,0,0
1658,1.5,-1.171,0,0
1659,1.5,-1.1705,0,0
1660,1.5,-1.17,0,0
1661,1.5,-1.1695,0,0
1662,1.5,-1.169,0,0
1663,1.5,-1.1685,0,0
1664,1.5,-1.168,0,0
1665,1.5,-1.1675,0,0
1666,1.5,-1.167,0,0
1667,1.5,-1.1665,0,0
1668,1.5,-1.166,0,0
1669,1.5,-1.1655,0,0
1670,1.5,-1.165,0,0
1671,1.5,-1.1645,0,0
1672,1.5,-1.164,0,0
1673,1.5,-1.1635,0,0
1674,1.5,-1.163,0,0
1675,1.5,-1.1625,0,0
1676,1.5,-1.162,0,0
1677,1.5,-1.1615,0,0
1678,1.5,-1.161,0,0
1679,1.5,-1.1605,0,0
1680,1.5,-1.16,0,0
1681,1.5,-1.1595,0,0
1682,1.5,-1.159,0,0
1683,1.5,-1.1585,0,0
1684,1.5,-1.158,0,0
1685,1.5,-1.1575,0,0
1686,1.5,-1.157,0,0
1687,1.5,-1.1565,0,0
1688,1.5,-1.156,0,0
1689,1.5,-1.1555,0,0
1690,1.5,-1.155,0,0
1691,1.5,-1.1545,0,0
1692,1.5,-1.154,0,0
1693,1.5,-1.1535,0,0
1694,1.5,-1.153,0,0
1695,1.5,-1.1525,0,0
1696,1.5,-1.152,0,0
1697,1.5,-1.1515,0,0
1698,1.5,-1.151,0,0
1699,1.5,-1.1505,0,0
1700,1.5,-1.15,0,0
1701,1.5,-1.1495,0,0
1702,1.5,-1.149,0,0
1703,1.5,-1.1485,0,0
1704,1.5,-1.148,0,0
1705,1.5,-1.1475,0,0
1706,1.5,-1.147,0,0
1707,1.5,-1.1465,0,0
1708,1.5,-1.146,0,0
1709,1.5,-1.1455,0,0
1710,1.5,-1.145,0,0
1711,1.5,-1.1445,0,0
1712,1.5,-1.144,0,0
1713,1.5,-1.1435,0,0
1714,1.5,-1.143,0,0
1715,1.5,-1.1425,0,0
1716,1.5,-1.142,0,0
1717,1.5,-1.1415,0,0
1718,1.5,-1.141,0,0
1719,1.5,-1.1405,0,0
1720,1.5,-1.14,0,0
1721,1.5,-1.1395,0,0
1722,1.5,-1.139,0,0
1723,1.5,-1.1385,0,0
1724,1.5,-1.138,0,0
1725,1.5,-1.1375,0,0
1726,1.5,-1.137,0,0
1727,1.5,-1.1365,0,0
1728,1.5,-1.136,0,0
1729,1.5,-1.1355,0,0
1730,1.5,-1.135,0,0
1731,1.5,-1.1345,0,0
1732,1.5,-1.134,0,0
1733,1.5,-1.1335,0,0
1734,1.5,-1.133,0,0
1735,1.5,-1.1325,0,0
1736,1.5,-1.132,0,0
1737,1.5,-1.1315,0,0
1738,1.5,-1.131,0,0
1739,1.5,-1.1305,0,0
1740,1.5,-1.13,0,0
1741,1.5,-1.1295,0,0
1742,1.5,-1.129,0,0
1743,1.5,-1.1285,0,0
1744,1.5,-1.128,0,0
1745,1.5,-1.1275,0,0
1746,1.5,-1.127,0,0
1747,1.5,-1.1265,0,0
